County ,County Type,Rating Area,Issuer Name,Plan Type,Unemployment denominator,Unemployment numerator,Uninsured adult  numerator,Uninsured adult denominator,Uninsured children denominator,Uninsured children numerator,Primarycare physicians numerator,Primarycare physicians denominator,Median family income,Median household income,Population,Per capita income,Couple 1 child Age 21,Couple 1 child Age 30,Couple 1 child Age 40,Couple 1 child Age 50,Couple 2 children Age 21,Couple 2 children Age 30,Couple 2 children Age 40,Couple 2 children Age 50,Couple 3 or more Children Age 21,Couple 3 or more Children Age 30,Couple 3 or more Children Age 40,Couple 3 or more Children Age 50,Drug Deductible - family - standard,Drug Deductible - individual - standard,Drug Maximum Out of Pocket - Family  - standard,Drug Maximum Out of Pocket - individual - standard,Emergency Room  - standard,Fips,Generic Drugs - standard,Individual 1 child Age 21,Individual 1 child Age 30,Individual 1 child Age 40,Individual 1 child Age 50,Individual 2 children Age 21,Individual 2 children Age 30,Individual 2 children Age 40,Individual 2 children Age 50,Individual 3 or more children Age 21,Individual 3 or more children Age 30,Individual 3 or more children Age 40,Individual 3 or more children Age 50,Inpatient Facility  - standard,Inpatient Physician - standard,Medical Deductible - individual - standard,Medical Deductible -family - standard,Medical Maximum Out Of Pocket - individual - standard,Medical Maximum Out of Pocket - family - standard,Non-preferred Brand Drugs - standard,Preferred Brand Drugs - standard,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30,Premium Adult Individual Age 40,Premium Adult Individual Age 50,Premium Adult Individual Age 60,Premium Child,Premium Couple 21,Premium Couple 30,Premium Couple 40,Premium Couple 50,Premium Couple 60,Primary Care Physician  - standard,Specialist  - standard,Specialty Drugs - standard,Quality of life(Quartile),Quality of life(Rank),clinicalcare(Quartile),clinicalcare(Rank),healthbehavior(Rank),healthbehaviour(Quartile),physical(Quartile),physical(Rank),socioeconomic(Quartile),socioeconomic(Rank),Length of life(Quartile),Length of life(Rank)
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,772.94,852.17,936.05,1234.08,959.22,1038.44,1122.32,1420.36,1145.49,1224.71,1308.59,1606.63,0,0,Included in Medical,Included in Medical,400,17003,0,479.61,519.22,561.16,710.18,665.88,705.49,747.43,896.45,852.15,891.76,933.7,1082.72,200,20,500,1,4,12,100,50,293.33,307.42,332.95,374.89,523.91,796.14,186.27,586.67,665.9,749.78,1047.82,1592.28,30,60,150,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,"Health Alliance Medical Plans, Inc.",POS,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,715.85,789.18,866.89,1142.9,888.36,961.69,1039.4,1315.42,1060.86,1134.21,1211.9,1487.92,0,0,Included in Medical,Included in Medical,20,17003,7,444.18,480.84,519.7,657.71,616.69,653.35,692.21,830.22,789.2,825.86,864.72,1002.73,20,20,1,3,5,10,70,35,271.67,284.7,308.33,347.19,485.2,737.31,172.51,543.34,616.67,694.38,970.4,1474.62,20,20,140,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,"Health Alliance Medical Plans, Inc.",POS,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,715.85,789.18,866.89,1142.9,888.36,961.69,1039.4,1315.42,1060.86,1134.21,1211.9,1487.92,0,0,Included in Medical,Included in Medical,20,17003,7,444.18,480.84,519.7,657.71,616.69,653.35,692.21,830.22,789.2,825.86,864.72,1002.73,20,20,1,3,5,10,70,35,271.67,284.7,308.33,347.19,485.2,737.31,172.51,543.34,616.67,694.38,970.4,1474.62,20,20,140,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,"Health Alliance Medical Plans, Inc.",POS,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,726.63,801.09,879.95,1160.11,901.74,976.2,1055.06,1335.22,1076.84,1151.31,1230.17,1510.33,0,0,Included in Medical,Included in Medical,20,17003,7,450.87,488.1,527.53,667.61,625.98,663.21,702.64,842.72,801.09,838.32,877.75,1017.83,20,20,1,2,4,8,70,35,275.76,288.99,312.99,352.42,492.5,748.41,175.11,551.52,625.98,704.84,985,1496.82,20,40,140,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,"Health Alliance Medical Plans, Inc.",POS,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,726.63,801.09,879.95,1160.11,901.74,976.2,1055.06,1335.22,1076.84,1151.31,1230.17,1510.33,0,0,Included in Medical,Included in Medical,20,17003,7,450.87,488.1,527.53,667.61,625.98,663.21,702.64,842.72,801.09,838.32,877.75,1017.83,20,20,1,2,4,8,70,35,275.76,288.99,312.99,352.42,492.5,748.41,175.11,551.52,625.98,704.84,985,1496.82,20,40,140,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,"Health Alliance Medical Plans, Inc.",POS,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,686.34,756.68,831.18,1095.82,851.74,922.07,996.57,1261.22,1017.14,1087.48,1161.98,1426.62,0,0,Included in Medical,Included in Medical,30,17003,10,425.87,461.03,498.28,630.61,591.27,626.44,663.69,796.01,756.67,791.84,829.09,961.41,30,30,1,3,5,11,80,40,260.47,272.98,295.64,332.89,465.21,706.93,165.4,520.94,591.28,665.78,930.42,1413.86,30,30,200,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,"Health Alliance Medical Plans, Inc.",POS,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,686.34,756.68,831.18,1095.82,851.74,922.07,996.57,1261.22,1017.14,1087.48,1161.98,1426.62,0,0,Included in Medical,Included in Medical,30,17003,10,425.87,461.03,498.28,630.61,591.27,626.44,663.69,796.01,756.67,791.84,829.09,961.41,30,30,1,3,5,11,80,40,260.47,272.98,295.64,332.89,465.21,706.93,165.4,520.94,591.28,665.78,930.42,1413.86,30,30,200,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,"Health Alliance Medical Plans, Inc.",POS,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,620.54,684.14,751.48,990.76,770.07,833.68,901.02,1140.3,919.62,983.22,1050.56,1289.84,500,250,Included in Medical,Included in Medical,30,17003,10,385.03,416.84,450.51,570.15,534.57,566.38,600.04,719.69,684.12,715.92,749.59,869.23,30,30,2,4,5,11,80,40,235.5,246.81,267.3,300.97,420.61,639.15,149.54,471,534.6,601.94,841.22,1278.3,30,30,200,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,"Health Alliance Medical Plans, Inc.",POS,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,620.54,684.14,751.48,990.76,770.07,833.68,901.02,1140.3,919.62,983.22,1050.56,1289.84,500,250,Included in Medical,Included in Medical,30,17003,10,385.03,416.84,450.51,570.15,534.57,566.38,600.04,719.69,684.12,715.92,749.59,869.23,30,30,2,4,5,11,80,40,235.5,246.81,267.3,300.97,420.61,639.15,149.54,471,534.6,601.94,841.22,1278.3,30,30,200,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,719.88,793.66,871.78,1149.35,893.35,967.13,1045.26,1322.84,1066.83,1140.61,1218.73,1496.32,0,0,Included in Medical,Included in Medical,400,17003,0,446.67,483.56,522.63,661.42,620.16,657.05,696.1,834.9,793.63,830.53,869.58,1008.37,200,0,3,9,3,9,75,35,273.2,286.32,310.08,349.15,487.94,741.47,173.48,546.4,620.17,698.3,975.88,1482.94,30,50,150,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,719.88,793.66,871.78,1149.35,893.35,967.13,1045.26,1322.84,1066.83,1140.61,1218.73,1496.32,0,0,Included in Medical,Included in Medical,400,17003,0,446.67,483.56,522.63,661.42,620.16,657.05,696.1,834.9,793.63,830.53,869.58,1008.37,200,0,3,9,3,9,75,35,273.2,286.32,310.08,349.15,487.94,741.47,173.48,546.4,620.17,698.3,975.88,1482.94,30,50,150,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,588.87,649.21,713.13,940.18,730.78,791.12,855.04,1082.09,872.69,933.03,996.95,1224.01,0,0,Included in Medical,Included in Medical,500,17003,0,365.39,395.56,427.52,541.04,507.29,537.47,569.43,682.96,649.21,679.38,711.34,824.87,250,0,6,12,6,12,100,50,223.48,234.21,253.65,285.61,399.14,606.53,141.91,446.96,507.3,571.22,798.28,1213.06,30,50,150,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,588.87,649.21,713.13,940.18,730.78,791.12,855.04,1082.09,872.69,933.03,996.95,1224.01,0,0,Included in Medical,Included in Medical,500,17003,0,365.39,395.56,427.52,541.04,507.29,537.47,569.43,682.96,649.21,679.38,711.34,824.87,250,0,6,12,6,12,100,50,223.48,234.21,253.65,285.61,399.14,606.53,141.91,446.96,507.3,571.22,798.28,1213.06,30,50,150,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,617.14,680.38,747.36,985.3,765.86,829.09,896.07,1134.02,914.57,977.81,1044.8,1282.74,0,0,Included in Medical,Included in Medical,500,17003,0,382.93,414.54,448.03,567.01,531.65,563.27,596.76,715.73,680.37,711.99,745.48,864.45,250,20,3,9,6,12,100,50,234.21,245.45,265.83,299.32,418.29,635.64,148.72,468.42,531.66,598.64,836.58,1271.28,35,55,150,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,617.14,680.38,747.36,985.3,765.86,829.09,896.07,1134.02,914.57,977.81,1044.8,1282.74,0,0,Included in Medical,Included in Medical,500,17003,0,382.93,414.54,448.03,567.01,531.65,563.27,596.76,715.73,680.37,711.99,745.48,864.45,250,20,3,9,6,12,100,50,234.21,245.45,265.83,299.32,418.29,635.64,148.72,468.42,531.66,598.64,836.58,1271.28,35,55,150,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,457.9,504.83,554.53,731.11,568.26,615.18,664.88,841.46,678.6,725.53,775.23,951.81,0,0,Included in Medical,Included in Medical,20,17003,20,284.13,307.59,332.44,420.73,394.48,417.94,442.78,531.07,504.82,528.29,553.14,641.42,20,20,5,12,6,12,20,20,173.78,182.12,197.24,222.09,310.38,471.65,110.35,347.56,394.48,444.18,620.76,943.3,20,20,20,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,457.9,504.83,554.53,731.11,568.26,615.18,664.88,841.46,678.6,725.53,775.23,951.81,0,0,Included in Medical,Included in Medical,20,17003,20,284.13,307.59,332.44,420.73,394.48,417.94,442.78,531.07,504.82,528.29,553.14,641.42,20,20,5,12,6,12,20,20,173.78,182.12,197.24,222.09,310.38,471.65,110.35,347.56,394.48,444.18,620.76,943.3,20,20,20,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,453.32,499.76,548.96,723.76,562.55,609,658.2,833,671.8,718.24,767.44,942.24,0,0,Included in Medical,Included in Medical,0,17003,0,281.27,304.5,329.1,416.5,390.52,413.74,438.34,525.74,499.76,522.98,547.57,634.98,0,0,6,12,6,12,0,0,172.04,180.29,195.26,219.86,307.26,466.91,109.24,344.08,390.52,439.72,614.52,933.82,0,0,0,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,453.32,499.76,548.96,723.76,562.55,609,658.2,833,671.8,718.24,767.44,942.24,0,0,Included in Medical,Included in Medical,0,17003,0,281.27,304.5,329.1,416.5,390.52,413.74,438.34,525.74,499.76,522.98,547.57,634.98,0,0,6,12,6,12,0,0,172.04,180.29,195.26,219.86,307.26,466.91,109.24,344.08,390.52,439.72,614.52,933.82,0,0,0,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,443.39,488.83,536.97,707.93,550.24,595.68,643.81,814.78,657.08,702.53,750.67,921.63,0,0,Included in Medical,Included in Medical,0,17003,0,275.12,297.84,321.9,407.39,381.97,404.69,428.76,514.24,488.81,511.53,535.6,621.08,0,0,6,12,6,12,0,0,168.27,176.35,190.99,215.06,300.54,456.7,106.85,336.54,381.98,430.12,601.08,913.4,40,0,0,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,443.39,488.83,536.97,707.93,550.24,595.68,643.81,814.78,657.08,702.53,750.67,921.63,0,0,Included in Medical,Included in Medical,0,17003,0,275.12,297.84,321.9,407.39,381.97,404.69,428.76,514.24,488.81,511.53,535.6,621.08,0,0,6,12,6,12,0,0,168.27,176.35,190.99,215.06,300.54,456.7,106.85,336.54,381.98,430.12,601.08,913.4,40,0,0,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,780.59,860.57,945.29,1246.27,968.7,1048.68,1133.4,1434.38,1156.81,1236.79,1321.51,1622.49,0,0,Included in Medical,Included in Medical,400,17003,0,484.35,524.34,566.7,717.19,672.46,712.45,754.81,905.3,860.57,900.56,942.92,1093.41,200,20,1,3,2,8,100,50,296.24,310.45,336.23,378.59,529.08,803.99,188.11,592.48,672.46,757.18,1058.16,1607.98,25,50,150,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,780.59,860.57,945.29,1246.27,968.7,1048.68,1133.4,1434.38,1156.81,1236.79,1321.51,1622.49,0,0,Included in Medical,Included in Medical,400,17003,0,484.35,524.34,566.7,717.19,672.46,712.45,754.81,905.3,860.57,900.56,942.92,1093.41,200,20,1,3,2,8,100,50,296.24,310.45,336.23,378.59,529.08,803.99,188.11,592.48,672.46,757.18,1058.16,1607.98,25,50,150,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,594.85,655.81,720.37,949.73,738.2,799.16,863.72,1093.08,881.55,942.51,1007.06,1236.42,0,0,Included in Medical,Included in Medical,500,17003,0,369.1,399.58,431.86,546.54,512.45,542.93,575.21,689.89,655.8,686.28,718.56,833.24,250,20,4,12,6,12,75,35,225.75,236.59,256.23,288.51,403.19,612.67,143.35,451.5,512.46,577.02,806.38,1225.35,30,50,150,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,594.85,655.81,720.37,949.73,738.2,799.16,863.72,1093.08,881.55,942.51,1007.06,1236.42,0,0,Included in Medical,Included in Medical,500,17003,0,369.1,399.58,431.86,546.54,512.45,542.93,575.21,689.89,655.8,686.28,718.56,833.24,250,20,4,12,6,12,75,35,225.75,236.59,256.23,288.51,403.19,612.67,143.35,451.5,512.46,577.02,806.38,1225.35,30,50,150,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,572.16,630.78,692.88,913.5,710.04,768.66,830.76,1051.38,847.92,906.54,968.64,1189.26,0,0,Included in Medical,Included in Medical,500,17003,0,355.02,384.33,415.38,525.69,492.9,522.21,553.26,663.56,630.78,660.08,691.14,801.45,250,0,6,12,6,12,100,50,217.14,227.56,246.45,277.5,387.81,589.3,137.88,434.28,492.9,555,775.62,1178.61,40,70,150,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,572.16,630.78,692.88,913.5,710.04,768.66,830.76,1051.38,847.92,906.54,968.64,1189.26,0,0,Included in Medical,Included in Medical,500,17003,0,355.02,384.33,415.38,525.69,492.9,522.21,553.26,663.56,630.78,660.08,691.14,801.45,250,0,6,12,6,12,100,50,217.14,227.56,246.45,277.5,387.81,589.3,137.88,434.28,492.9,555,775.62,1178.61,40,70,150,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,476.25,525.04,576.75,760.37,591.02,639.81,691.52,875.14,705.79,754.58,806.29,989.91,0,0,Included in Medical,Included in Medical,600,17003,30,295.51,319.9,345.76,437.57,410.28,434.67,460.53,552.34,525.04,549.45,575.29,667.11,300,30,3,11,6,12,30,30,180.74,189.42,205.14,230.99,322.8,490.53,114.77,361.48,410.28,461.98,645.6,981.06,30,30,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,476.25,525.04,576.75,760.37,591.02,639.81,691.52,875.14,705.79,754.58,806.29,989.91,0,0,Included in Medical,Included in Medical,600,17003,30,295.51,319.9,345.76,437.57,410.28,434.67,460.53,552.34,525.04,549.45,575.29,667.11,300,30,3,11,6,12,30,30,180.74,189.42,205.14,230.99,322.8,490.53,114.77,361.48,410.28,461.98,645.6,981.06,30,30,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,815.24,898.76,987.26,1301.58,1011.7,1095.22,1183.72,1498.04,1208.15,1291.67,1380.17,1694.5,0,0,Included in Medical,Included in Medical,20,17003,20,505.85,547.61,591.86,749.02,702.31,744.06,788.31,945.48,898.77,940.53,984.78,1141.94,20,20,1,2,2,5,20,20,309.39,324.24,351.15,395.4,552.55,839.67,196.46,618.78,702.3,790.8,1105.11,1679.34,20,20,20,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,815.24,898.76,987.26,1301.58,1011.7,1095.22,1183.72,1498.04,1208.15,1291.67,1380.17,1694.5,0,0,Included in Medical,Included in Medical,20,17003,20,505.85,547.61,591.86,749.02,702.31,744.06,788.31,945.48,898.77,940.53,984.78,1141.94,20,20,1,2,2,5,20,20,309.39,324.24,351.15,395.4,552.55,839.67,196.46,618.78,702.3,790.8,1105.11,1679.34,20,20,20,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,741.73,817.73,898.23,1184.23,920.48,996.48,1076.98,1362.98,1099.23,1175.23,1255.73,1541.73,0,0,Included in Medical,Included in Medical,30,17003,30,460.24,498.24,538.49,681.49,638.99,676.99,717.24,860.24,817.74,855.74,895.99,1038.99,30,30,1,3,6,12,30,30,281.49,295,319.49,359.74,502.74,763.95,178.75,562.98,638.98,719.48,1005.48,1527.9,30,30,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,741.73,817.73,898.23,1184.23,920.48,996.48,1076.98,1362.98,1099.23,1175.23,1255.73,1541.73,0,0,Included in Medical,Included in Medical,30,17003,30,460.24,498.24,538.49,681.49,638.99,676.99,717.24,860.24,817.74,855.74,895.99,1038.99,30,30,1,3,6,12,30,30,281.49,295,319.49,359.74,502.74,763.95,178.75,562.98,638.98,719.48,1005.48,1527.9,30,30,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,571.93,630.53,692.61,913.13,709.76,768.36,830.44,1050.96,847.59,906.19,968.27,1188.79,0,0,Included in Medical,Included in Medical,40,17003,40,354.88,384.18,415.22,525.48,492.71,522.01,553.04,663.31,630.54,659.84,690.88,801.14,40,40,4,8,6,12,40,40,217.05,227.47,246.35,277.39,387.65,589.07,137.83,434.1,492.7,554.78,775.3,1178.14,40,40,40,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,571.93,630.53,692.61,913.13,709.76,768.36,830.44,1050.96,847.59,906.19,968.27,1188.79,0,0,Included in Medical,Included in Medical,40,17003,40,354.88,384.18,415.22,525.48,492.71,522.01,553.04,663.31,630.54,659.84,690.88,801.14,40,40,4,8,6,12,40,40,217.05,227.47,246.35,277.39,387.65,589.07,137.83,434.1,492.7,554.78,775.3,1178.14,40,40,40,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,836.88,922.62,1013.46,1336.14,1038.56,1124.3,1215.13,1537.82,1240.24,1325.98,1416.82,1739.5,0,0,Included in Medical,Included in Medical,500,17003,5,519.28,562.15,607.56,768.91,720.96,763.83,809.25,970.59,922.64,965.51,1010.93,1172.27,25,25,750,1,6,12,25,25,317.6,332.84,360.47,405.89,567.23,861.95,201.68,635.2,720.94,811.78,1134.46,1723.9,25,35,25,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,836.88,922.62,1013.46,1336.14,1038.56,1124.3,1215.13,1537.82,1240.24,1325.98,1416.82,1739.5,0,0,Included in Medical,Included in Medical,500,17003,5,519.28,562.15,607.56,768.91,720.96,763.83,809.25,970.59,922.64,965.51,1010.93,1172.27,25,25,750,1,6,12,25,25,317.6,332.84,360.47,405.89,567.23,861.95,201.68,635.2,720.94,811.78,1134.46,1723.9,25,35,25,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,728.37,803.01,882.06,1162.91,903.9,978.54,1057.59,1338.44,1079.43,1154.07,1233.13,1513.97,0,0,Included in Medical,Included in Medical,500,17003,15,451.95,489.27,528.79,669.22,627.48,664.8,704.32,844.75,803.01,840.33,879.86,1020.28,30,30,5,10,6,12,30,40,276.42,289.69,313.74,353.27,493.69,750.2,175.53,552.84,627.48,706.54,987.38,1500.4,25,35,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,728.37,803.01,882.06,1162.91,903.9,978.54,1057.59,1338.44,1079.43,1154.07,1233.13,1513.97,0,0,Included in Medical,Included in Medical,500,17003,15,451.95,489.27,528.79,669.22,627.48,664.8,704.32,844.75,803.01,840.33,879.86,1020.28,30,30,5,10,6,12,30,40,276.42,289.69,313.74,353.27,493.69,750.2,175.53,552.84,627.48,706.54,987.38,1500.4,25,35,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,845.18,931.78,1023.52,1349.4,1048.86,1135.46,1227.2,1553.08,1252.54,1339.13,1430.88,1756.76,0,0,Included in Medical,Included in Medical,500,17003,10,524.43,567.73,613.6,776.54,728.11,771.41,817.28,980.22,931.79,975.08,1020.96,1183.9,25,25,750,1,4,9,25,25,320.75,336.15,364.05,409.92,572.86,870.51,203.68,641.5,728.1,819.84,1145.72,1741.02,25,35,25,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,845.18,931.78,1023.52,1349.4,1048.86,1135.46,1227.2,1553.08,1252.54,1339.13,1430.88,1756.76,0,0,Included in Medical,Included in Medical,500,17003,10,524.43,567.73,613.6,776.54,728.11,771.41,817.28,980.22,931.79,975.08,1020.96,1183.9,25,25,750,1,4,9,25,25,320.75,336.15,364.05,409.92,572.86,870.51,203.68,641.5,728.1,819.84,1145.72,1741.02,25,35,25,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,772.64,851.81,935.66,1233.58,958.84,1038.02,1121.86,1419.78,1145.04,1224.21,1308.06,1605.98,0,0,Included in Medical,Included in Medical,500,17003,15,479.42,519.01,560.93,709.89,665.62,705.21,747.13,896.09,851.81,891.4,933.32,1082.29,30,30,2,5,6,12,30,40,293.22,307.3,332.81,374.73,523.69,795.79,186.2,586.44,665.62,749.46,1047.38,1591.58,25,50,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,772.64,851.81,935.66,1233.58,958.84,1038.02,1121.86,1419.78,1145.04,1224.21,1308.06,1605.98,0,0,Included in Medical,Included in Medical,500,17003,15,479.42,519.01,560.93,709.89,665.62,705.21,747.13,896.09,851.81,891.4,933.32,1082.29,30,30,2,5,6,12,30,40,293.22,307.3,332.81,374.73,523.69,795.79,186.2,586.44,665.62,749.46,1047.38,1591.58,25,50,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,578.56,637.85,700.65,923.73,718,777.28,840.08,1063.15,857.43,916.71,979.51,1202.58,0,0,Included in Medical,Included in Medical,40,17003,10,359,388.64,420.04,531.57,498.43,528.07,559.47,671.01,637.86,667.5,698.9,810.44,40,40,6,12,6,12,40,40,219.57,230.11,249.21,280.61,392.15,595.91,139.43,439.14,498.42,561.22,784.3,1191.82,30,40,40,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,578.56,637.85,700.65,923.73,718,777.28,840.08,1063.15,857.43,916.71,979.51,1202.58,0,0,Included in Medical,Included in Medical,40,17003,10,359,388.64,420.04,531.57,498.43,528.07,559.47,671.01,637.86,667.5,698.9,810.44,40,40,6,12,6,12,40,40,219.57,230.11,249.21,280.61,392.15,595.91,139.43,439.14,498.42,561.22,784.3,1191.82,30,40,40,4,101,3,72,101,4,4,85,4,102,4,95
